#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
0.019444444444444445,BeedrillMega Beedrill,Bug,Poison,0.525,0.25196850393700787,0.7837837837837838,0.15555555555555556,0.02717391304347826,0.2857142857142857,0.8,0.0,False
0.020833333333333332,Pidgey,Normal,Flying,0.11833333333333333,0.15354330708661418,0.21621621621621623,0.15555555555555556,0.1358695652173913,0.07142857142857142,0.2914285714285714,0.0,False
0.022222222222222223,Pidgeotto,Normal,Flying,0.2816666666666667,0.2440944881889764,0.2972972972972973,0.2222222222222222,0.21739130434782608,0.14285714285714285,0.37714285714285717,0.0,False
0.02361111111111111,Pidgeot,Normal,Flying,0.49833333333333335,0.3228346456692913,0.40540540540540543,0.3111111111111111,0.32608695652173914,0.23809523809523808,0.5485714285714286,0.0,False
0.02361111111111111,PidgeotMega Pidgeot,Normal,Flying,0.665,0.3228346456692913,0.40540540540540543,0.3333333333333333,0.6793478260869565,0.2857142857142857,0.6628571428571428,0.0,False
0.025,Rattata,Normal,,0.12166666666666667,0.1141732283464567,0.2756756756756757,0.13333333333333333,0.08152173913043478,0.07142857142857142,0.38285714285714284,0.0,False
0.02638888888888889,Raticate,Normal,,0.3883333333333333,0.2125984251968504,0.41081081081081083,0.24444444444444444,0.21739130434782608,0.23809523809523808,0.5257142857142857,0.0,False
0.027777777777777776,Spearow,Normal,Flying,0.13666666666666666,0.15354330708661418,0.2972972972972973,0.1111111111111111,0.11413043478260869,0.05238095238095238,0.37142857142857144,0.0,False
0.029166666666666667,Fearow,Normal,Flying,0.43666666666666665,0.25196850393700787,0.4594594594594595,0.26666666666666666,0.27717391304347827,0.19523809523809524,0.5428571428571428,0.0,False
0.030555555555555555,Ekans,Poison,,0.18,0.13385826771653545,0.2972972972972973,0.17333333333333334,0.16304347826086957,0.1619047619047619,0.2857142857142857,0.0,False
0.03194444444444444,Arbok,Poison,,0.43,0.23228346456692914,0.43243243243243246,0.28444444444444444,0.29891304347826086,0.28095238095238095,0.42857142857142855,0.0,False
0.03333333333333333,Pikachu,Electric,,0.23333333333333334,0.13385826771653545,0.2702702702702703,0.15555555555555556,0.21739130434782608,0.14285714285714285,0.4857142857142857,0.0,False
0.034722222222222224,Raichu,Electric,,0.5083333333333333,0.23228346456692914,0.4594594594594595,0.2222222222222222,0.43478260869565216,0.2857142857142857,0.6,0.0,False
0.03611111111111111,Sandshrew,Ground,,0.2,0.19291338582677164,0.3783783783783784,0.35555555555555557,0.05434782608695652,0.047619047619047616,0.2,0.0,False
0.0375,Sandslash,Ground,,0.45,0.29133858267716534,0.5135135135135135,0.4666666666666667,0.19021739130434784,0.16666666666666666,0.34285714285714286,0.0,False
0.03888888888888889,Nidoran♀,Poison,,0.15833333333333333,0.2125984251968504,0.22702702702702704,0.2088888888888889,0.16304347826086957,0.09523809523809523,0.2057142857142857,0.0,False
0.04027777777777778,Nidorina,Poison,,0.30833333333333335,0.27165354330708663,0.3081081081081081,0.27555555555555555,0.24456521739130435,0.16666666666666666,0.2914285714285714,0.0,False
0.041666666666666664,Nidoqueen,Poison,Ground,0.5416666666666666,0.35039370078740156,0.4702702702702703,0.36444444444444446,0.3532608695652174,0.30952380952380953,0.4057142857142857,0.0,False
0.043055555555555555,Nidoran♂,Poison,,0.155,0.17716535433070865,0.2810810810810811,0.15555555555555556,0.16304347826086957,0.09523809523809523,0.2571428571428571,0.0,False
0.044444444444444446,Nidorino,Poison,,0.30833333333333335,0.23622047244094488,0.3621621621621622,0.2311111111111111,0.24456521739130435,0.16666666666666666,0.34285714285714286,0.0,False
0.04583333333333333,Nidoking,Poison,Ground,0.5416666666666666,0.31496062992125984,0.5243243243243243,0.32,0.4076086956521739,0.2619047619047619,0.45714285714285713,0.0,False
0.04722222222222222,Clefairy,Fairy,,0.23833333333333334,0.27165354330708663,0.21621621621621623,0.19111111111111112,0.2717391304347826,0.21428571428571427,0.17142857142857143,0.0,False
0.04861111111111111,Clefable,Fairy,,0.505,0.3700787401574803,0.35135135135135137,0.3022222222222222,0.46195652173913043,0.3333333333333333,0.3142857142857143,0.0,False
0.05,Vulpix,Fire,,0.19833333333333333,0.14566929133858267,0.1945945945945946,0.15555555555555556,0.21739130434782608,0.21428571428571427,0.34285714285714286,0.0,False
0.05138888888888889,Ninetales,Fire,,0.5416666666666666,0.28346456692913385,0.3837837837837838,0.3111111111111111,0.3858695652173913,0.38095238095238093,0.5428571428571428,0.0,False
0.05277777777777778,Jigglypuff,Normal,Fairy,0.15,0.44881889763779526,0.21621621621621623,0.06666666666666667,0.19021739130434784,0.023809523809523808,0.08571428571428572,0.0,False
0.05416666666666667,Wigglytuff,Normal,Fairy,0.425,0.547244094488189,0.35135135135135137,0.17777777777777778,0.4076086956521739,0.14285714285714285,0.22857142857142856,0.0,False
0.05555555555555555,Zubat,Poison,Flying,0.10833333333333334,0.15354330708661418,0.21621621621621623,0.13333333333333333,0.10869565217391304,0.09523809523809523,0.2857142857142857,0.0,False
0.05694444444444444,Golbat,Poison,Flying,0.4583333333333333,0.29133858267716534,0.40540540540540543,0.28888888888888886,0.29891304347826086,0.2619047619047619,0.4857142857142857,0.0,False
0.058333333333333334,Oddish,Grass,Poison,0.23333333333333334,0.1732283464566929,0.24324324324324326,0.2222222222222222,0.3532608695652174,0.21428571428571427,0.14285714285714285,0.0,False
0.059722222222222225,Gloom,Grass,Poison,0.35833333333333334,0.23228346456692914,0.32432432432432434,0.28888888888888886,0.4076086956521739,0.2619047619047619,0.2,0.0,False
0.06111111111111111,Vileplume,Grass,Poison,0.5166666666666667,0.29133858267716534,0.40540540540540543,0.35555555555555557,0.5434782608695652,0.3333333333333333,0.2571428571428571,0.0,False
0.0625,Paras,Bug,Grass,0.175,0.13385826771653545,0.35135135135135137,0.2222222222222222,0.19021739130434784,0.16666666666666666,0.11428571428571428,0.0,False
0.06388888888888888,Parasect,Bug,Grass,0.375,0.23228346456692914,0.4864864864864865,0.3333333333333333,0.2717391304347826,0.2857142857142857,0.14285714285714285,0.0,False
0.06527777777777778,Venonat,Bug,Poison,0.20833333333333334,0.23228346456692914,0.2702702702702703,0.2,0.16304347826086957,0.16666666666666666,0.22857142857142856,0.0,False
0.06666666666666667,Venomoth,Bug,Poison,0.45,0.27165354330708663,0.32432432432432434,0.24444444444444444,0.43478260869565216,0.2619047619047619,0.4857142857142857,0.0,False
0.06805555555555555,Diglett,Ground,,0.14166666666666666,0.03543307086614173,0.2702702702702703,0.08888888888888889,0.1358695652173913,0.11904761904761904,0.5142857142857142,0.0,False
0.06944444444444445,Dugtrio,Ground,,0.375,0.13385826771653545,0.40540540540540543,0.2,0.21739130434782608,0.23809523809523808,0.6571428571428571,0.0,False
0.07083333333333333,Meowth,Normal,,0.18333333333333332,0.15354330708661418,0.21621621621621623,0.13333333333333333,0.16304347826086957,0.09523809523809523,0.4857142857142857,0.0,False
0.07222222222222222,Persian,Normal,,0.43333333333333335,0.25196850393700787,0.35135135135135137,0.24444444444444444,0.29891304347826086,0.21428571428571427,0.6285714285714286,0.0,False
0.07361111111111111,Psyduck,Water,,0.23333333333333334,0.19291338582677164,0.25405405405405407,0.19111111111111112,0.29891304347826086,0.14285714285714285,0.2857142857142857,0.0,False
0.075,Golduck,Water,,0.5333333333333333,0.3110236220472441,0.41621621621621624,0.3244444444444444,0.46195652173913043,0.2857142857142857,0.45714285714285713,0.0,False
0.0763888888888889,Mankey,Fighting,,0.20833333333333334,0.15354330708661418,0.40540540540540543,0.13333333333333333,0.1358695652173913,0.11904761904761904,0.37142857142857144,0.0,False
0.07777777777777778,Primeape,Fighting,,0.4583333333333333,0.25196850393700787,0.5405405405405406,0.24444444444444444,0.2717391304347826,0.23809523809523808,0.5142857142857142,0.0,False
0.07916666666666666,Growlithe,Fire,,0.2833333333333333,0.2125984251968504,0.35135135135135137,0.17777777777777778,0.32608695652173914,0.14285714285714285,0.3142857142857143,0.0,False
0.08055555555555556,Arcanine,Fire,,0.625,0.35039370078740156,0.5675675675675675,0.3333333333333333,0.4891304347826087,0.2857142857142857,0.5142857142857142,0.0,False
0.08194444444444444,Poliwag,Water,,0.2,0.15354330708661418,0.24324324324324326,0.15555555555555556,0.16304347826086957,0.09523809523809523,0.4857142857142857,0.0,False
0.08333333333333333,Poliwhirl,Water,,0.3416666666666667,0.25196850393700787,0.32432432432432434,0.26666666666666666,0.21739130434782608,0.14285714285714285,0.4857142857142857,0.0,False
0.08472222222222223,Poliwrath,Water,Fighting,0.55,0.35039370078740156,0.4864864864864865,0.4,0.32608695652173914,0.3333333333333333,0.37142857142857144,0.0,False
0.08611111111111111,Abra,Psychic,,0.21666666666666667,0.09448818897637795,0.08108108108108109,0.044444444444444446,0.5163043478260869,0.16666666666666666,0.4857142857142857,0.0,False
0.0875,Kadabra,Psychic,,0.36666666666666664,0.15354330708661418,0.16216216216216217,0.1111111111111111,0.5978260869565217,0.23809523809523808,0.5714285714285714,0.0,False
0.08888888888888889,Alakazam,Psychic,,0.5333333333333333,0.2125984251968504,0.24324324324324326,0.17777777777777778,0.6793478260869565,0.35714285714285715,0.6571428571428571,0.0,False
0.08888888888888889,AlakazamMega Alakazam,Psychic,,0.6833333333333333,0.2125984251968504,0.24324324324324326,0.26666666666666666,0.8967391304347826,0.35714285714285715,0.8285714285714286,0.0,False
0.09027777777777778,Machop,Fighting,,0.20833333333333334,0.27165354330708663,0.40540540540540543,0.2,0.1358695652173913,0.07142857142857142,0.17142857142857143,0.0,False
0.09166666666666666,Machoke,Fighting,,0.375,0.3110236220472441,0.5135135135135135,0.28888888888888886,0.21739130434782608,0.19047619047619047,0.22857142857142856,0.0,False
0.09305555555555556,Machamp,Fighting,,0.5416666666666666,0.35039370078740156,0.6756756756756757,0.3333333333333333,0.29891304347826086,0.30952380952380953,0.2857142857142857,0.0,False
0.09444444444444444,Bellsprout,Grass,Poison,0.2,0.19291338582677164,0.3783783783783784,0.13333333333333333,0.32608695652173914,0.047619047619047616,0.2,0.0,False
0.09583333333333334,Weepinbell,Grass,Poison,0.35,0.25196850393700787,0.4594594594594595,0.2,0.4076086956521739,0.11904761904761904,0.2857142857142857,0.0,False
0.09722222222222222,Victreebel,Grass,Poison,0.5166666666666667,0.3110236220472441,0.5405405405405406,0.26666666666666666,0.4891304347826087,0.23809523809523808,0.37142857142857144,0.0,False
0.09861111111111111,Tentacool,Water,Poison,0.25833333333333336,0.15354330708661418,0.1891891891891892,0.13333333333333333,0.21739130434782608,0.38095238095238093,0.37142857142857144,0.0,False
0.1,Tentacruel,Water,Poison,0.5583333333333333,0.3110236220472441,0.35135135135135137,0.26666666666666666,0.3804347826086957,0.47619047619047616,0.5428571428571428,0.0,False
0.10138888888888889,Geodude,Rock,Ground,0.2,0.15354330708661418,0.40540540540540543,0.4222222222222222,0.10869565217391304,0.047619047619047616,0.08571428571428572,0.0,False
0.10277777777777777,Graveler,Rock,Ground,0.35,0.2125984251968504,0.4864864864864865,0.4888888888888889,0.19021739130434784,0.11904761904761904,0.17142857142857143,0.0,False
0.10416666666666667,Golem,Rock,Ground,0.525,0.3110236220472441,0.6216216216216216,0.5555555555555556,0.24456521739130435,0.21428571428571427,0.22857142857142856,0.0,False
0.10555555555555556,Ponyta,Fire,,0.38333333333333336,0.19291338582677164,0.43243243243243246,0.2222222222222222,0.29891304347826086,0.21428571428571427,0.4857142857142857,0.0,False
0.10694444444444444,Rapidash,Fire,,0.5333333333333333,0.25196850393700787,0.5135135135135135,0.28888888888888886,0.3804347826086957,0.2857142857142857,0.5714285714285714,0.0,False
0.10833333333333334,Slowpoke,Water,Psychic,0.225,0.35039370078740156,0.32432432432432434,0.26666666666666666,0.16304347826086957,0.09523809523809523,0.05714285714285714,0.0,False
0.10972222222222222,Slowbro,Water,Psychic,0.5166666666666667,0.3700787401574803,0.3783783783783784,0.4666666666666667,0.4891304347826087,0.2857142857142857,0.14285714285714285,0.0,False
0.10972222222222222,SlowbroMega Slowbro,Water,Psychic,0.6833333333333333,0.3700787401574803,0.3783783783783784,0.7777777777777778,0.6521739130434783,0.2857142857142857,0.14285714285714285,0.0,False
0.1111111111111111,Magnemite,Electric,Steel,0.24166666666666667,0.09448818897637795,0.16216216216216217,0.28888888888888886,0.46195652173913043,0.16666666666666666,0.22857142857142856,0.0,False
0.1125,Magneton,Electric,Steel,0.475,0.19291338582677164,0.2972972972972973,0.4,0.5978260869565217,0.23809523809523808,0.37142857142857144,0.0,False
0.11388888888888889,Farfetch'd,Normal,Flying,0.2866666666666667,0.20078740157480315,0.32432432432432434,0.2222222222222222,0.2608695652173913,0.2,0.3142857142857143,0.0,False
0.11527777777777778,Doduo,Normal,Flying,0.21666666666666667,0.13385826771653545,0.43243243243243246,0.17777777777777778,0.1358695652173913,0.07142857142857142,0.4,0.0,False
0.11666666666666667,Dodrio,Normal,Flying,0.4666666666666667,0.23228346456692914,0.5675675675675675,0.28888888888888886,0.2717391304347826,0.19047619047619047,0.5428571428571428,0.0,False
0.11805555555555555,Seel,Water,,0.24166666666666667,0.25196850393700787,0.21621621621621623,0.2222222222222222,0.19021739130434784,0.23809523809523808,0.22857142857142856,0.0,False
0.11944444444444445,Dewgong,Water,Ice,0.49166666666666664,0.35039370078740156,0.35135135135135137,0.3333333333333333,0.32608695652173914,0.35714285714285715,0.37142857142857144,0.0,False
0.12083333333333333,Grimer,Poison,,0.24166666666666667,0.3110236220472441,0.40540540540540543,0.2,0.16304347826086957,0.14285714285714285,0.11428571428571428,0.0,False
0.12222222222222222,Muk,Poison,,0.5333333333333333,0.4094488188976378,0.5405405405405406,0.3111111111111111,0.29891304347826086,0.38095238095238093,0.2571428571428571,0.0,False
0.12361111111111112,Shellder,Water,,0.20833333333333334,0.1141732283464567,0.32432432432432434,0.4222222222222222,0.19021739130434784,0.023809523809523808,0.2,0.0,False
0.125,Cloyster,Water,Ice,0.575,0.19291338582677164,0.4864864864864865,0.7777777777777778,0.4076086956521739,0.11904761904761904,0.37142857142857144,0.0,False
0.12638888888888888,Gastly,Ghost,Poison,0.21666666666666667,0.1141732283464567,0.16216216216216217,0.1111111111111111,0.4891304347826087,0.07142857142857142,0.42857142857142855,0.0,False
0.12777777777777777,Haunter,Ghost,Poison,0.375,0.1732283464566929,0.24324324324324326,0.17777777777777778,0.5706521739130435,0.16666666666666666,0.5142857142857142,0.0,False
0.12916666666666668,Gengar,Ghost,Poison,0.5333333333333333,0.23228346456692914,0.32432432432432434,0.24444444444444444,0.6521739130434783,0.2619047619047619,0.6,0.0,False
0.12916666666666668,GengarMega Gengar,Ghost,Poison,0.7,0.23228346456692914,0.32432432432432434,0.3333333333333333,0.8695652173913043,0.35714285714285715,0.7142857142857143,0.0,False
0.13055555555555556,Onix,Rock,Ground,0.3416666666666667,0.13385826771653545,0.21621621621621623,0.6888888888888889,0.10869565217391304,0.11904761904761904,0.37142857142857144,0.0,False
0.13194444444444445,Drowzee,Psychic,,0.24666666666666667,0.23228346456692914,0.23243243243243245,0.17777777777777778,0.1793478260869565,0.3333333333333333,0.21142857142857144,0.0,False
0.13333333333333333,Hypno,Psychic,,0.505,0.33070866141732286,0.3675675675675676,0.28888888888888886,0.3423913043478261,0.4523809523809524,0.35428571428571426,0.0,False
0.13472222222222222,Krabby,Water,,0.24166666666666667,0.1141732283464567,0.5405405405405406,0.37777777777777777,0.08152173913043478,0.023809523809523808,0.2571428571428571,0.0,False
0.1361111111111111,Kingler,Water,,0.49166666666666664,0.2125984251968504,0.6756756756756757,0.4888888888888889,0.21739130434782608,0.14285714285714285,0.4,0.0,False
0.1375,Voltorb,Electric,,0.25,0.15354330708661418,0.13513513513513514,0.2,0.24456521739130435,0.16666666666666666,0.5428571428571428,0.0,False
0.1388888888888889,Electrode,Electric,,0.5,0.23228346456692914,0.24324324324324326,0.28888888888888886,0.3804347826086957,0.2857142857142857,0.7714285714285715,0.0,False
0.14027777777777778,Exeggcute,Grass,Psychic,0.24166666666666667,0.23228346456692914,0.1891891891891892,0.3333333333333333,0.2717391304347826,0.11904761904761904,0.2,0.0,False
0.14166666666666666,Exeggutor,Grass,Psychic,0.5666666666666667,0.3700787401574803,0.4864864864864865,0.35555555555555557,0.625,0.21428571428571427,0.2857142857142857,0.0,False
0.14305555555555555,Cubone,Ground,,0.23333333333333334,0.19291338582677164,0.24324324324324326,0.4,0.16304347826086957,0.14285714285714285,0.17142857142857143,0.0,False
0.14444444444444443,Marowak,Ground,,0.4083333333333333,0.23228346456692914,0.40540540540540543,0.4666666666666667,0.21739130434782608,0.2857142857142857,0.22857142857142856,0.0,False
0.14583333333333334,Hitmonlee,Fighting,,0.4583333333333333,0.19291338582677164,0.6216216216216216,0.21333333333333335,0.1358695652173913,0.42857142857142855,0.4685714285714286,0.0,False
0.14722222222222223,Hitmonchan,Fighting,,0.4583333333333333,0.19291338582677164,0.5405405405405406,0.3288888888888889,0.1358695652173913,0.42857142857142855,0.4057142857142857,0.0,False
0.1486111111111111,Lickitung,Normal,,0.3416666666666667,0.35039370078740156,0.2702702702702703,0.3111111111111111,0.2717391304347826,0.2619047619047619,0.14285714285714285,0.0,False
0.15,Koffing,Poison,,0.26666666666666666,0.15354330708661418,0.32432432432432434,0.4,0.2717391304347826,0.11904761904761904,0.17142857142857143,0.0,False
0.15138888888888888,Weezing,Poison,,0.5166666666666667,0.25196850393700787,0.4594594594594595,0.5111111111111111,0.4076086956521739,0.23809523809523808,0.3142857142857143,0.0,False
0.1527777777777778,Rhyhorn,Ground,Rock,0.275,0.3110236220472441,0.43243243243243246,0.4,0.10869565217391304,0.047619047619047616,0.11428571428571428,0.0,False
0.15416666666666667,Rhydon,Ground,Rock,0.5083333333333333,0.4094488188976378,0.6756756756756757,0.5111111111111111,0.19021739130434784,0.11904761904761904,0.2,0.0,False
0.15555555555555556,Chansey,Normal,,0.45,0.9803149606299213,0.0,0.0,0.1358695652173913,0.40476190476190477,0.2571428571428571,0.0,False
0.15694444444444444,Tangela,Grass,,0.425,0.25196850393700787,0.2702702702702703,0.4888888888888889,0.4891304347826087,0.09523809523809523,0.3142857142857143,0.0,False
0.15833333333333333,Kangaskhan,Normal,,0.5166666666666667,0.4094488188976378,0.4864864864864865,0.3333333333333333,0.16304347826086957,0.2857142857142857,0.4857142857142857,0.0,False
0.15833333333333333,KangaskhanMega Kangaskhan,Normal,,0.6833333333333333,0.4094488188976378,0.6486486486486487,0.4222222222222222,0.2717391304347826,0.38095238095238093,0.5428571428571428,0.0,False
0.1597222222222222,Horsea,Water,,0.19166666666666668,0.1141732283464567,0.1891891891891892,0.28888888888888886,0.32608695652173914,0.023809523809523808,0.3142857142857143,0.0,False
0.16111111111111112,Seadra,Water,,0.43333333333333335,0.2125984251968504,0.32432432432432434,0.4,0.46195652173913043,0.11904761904761904,0.45714285714285713,0.0,False
0.1625,Goldeen,Water,,0.23333333333333334,0.1732283464566929,0.33513513513513515,0.24444444444444444,0.1358695652173913,0.14285714285714285,0.3314285714285714,0.0,False
0.1638888888888889,Seaking,Water,,0.45,0.3110236220472441,0.4702702702702703,0.26666666666666666,0.29891304347826086,0.2857142857142857,0.36,0.0,False
0.16527777777777777,Staryu,Water,,0.26666666666666666,0.1141732283464567,0.21621621621621623,0.2222222222222222,0.32608695652173914,0.16666666666666666,0.45714285714285713,0.0,False
0.16666666666666666,Starmie,Water,Psychic,0.5666666666666667,0.23228346456692914,0.3783783783783784,0.35555555555555557,0.4891304347826087,0.30952380952380953,0.6285714285714286,0.0,False
0.16805555555555557,Mr. Mime,Psychic,Fairy,0.4666666666666667,0.15354330708661418,0.21621621621621623,0.26666666666666666,0.4891304347826087,0.47619047619047616,0.4857142857142857,0.0,False
0.16944444444444445,Scyther,Bug,Flying,0.5333333333333333,0.27165354330708663,0.5675675675675675,0.3333333333333333,0.24456521739130435,0.2857142857142857,0.5714285714285714,0.0,False
0.17083333333333334,Jynx,Ice,Psychic,0.4583333333333333,0.25196850393700787,0.24324324324324326,0.13333333333333333,0.5706521739130435,0.35714285714285715,0.5142857142857142,0.0,False
0.17222222222222222,Electabuzz,Electric,,0.5166666666666667,0.25196850393700787,0.42162162162162165,0.2311111111111111,0.46195652173913043,0.30952380952380953,0.5714285714285714,0.0,False
0.1736111111111111,Magmar,Fire,,0.525,0.25196850393700787,0.4864864864864865,0.2311111111111111,0.4891304347826087,0.30952380952380953,0.5028571428571429,0.0,False
0.175,Pinsir,Bug,,0.5333333333333333,0.25196850393700787,0.6486486486486487,0.4222222222222222,0.24456521739130435,0.23809523809523808,0.45714285714285713,0.0,False
0.175,PinsirMega Pinsir,Bug,Flying,0.7,0.25196850393700787,0.8108108108108109,0.5111111111111111,0.29891304347826086,0.3333333333333333,0.5714285714285714,0.0,False
0.1763888888888889,Tauros,Normal,,0.5166666666666667,0.29133858267716534,0.5135135135135135,0.4,0.16304347826086957,0.23809523809523808,0.6,0.0,False
0.17777777777777778,Magikarp,Water,,0.03333333333333333,0.07480314960629922,0.02702702702702703,0.2222222222222222,0.02717391304347826,0.0,0.42857142857142855,0.0,False
0.17916666666666667,Gyarados,Water,Flying,0.6,0.3700787401574803,0.6486486486486487,0.3288888888888889,0.2717391304347826,0.38095238095238093,0.4342857142857143,0.0,False
0.17916666666666667,GyaradosMega Gyarados,Water,Dark,0.7666666666666667,0.3700787401574803,0.8108108108108109,0.4622222222222222,0.32608695652173914,0.5238095238095238,0.4342857142857143,0.0,False
0.18055555555555555,Lapras,Water,Ice,0.5916666666666667,0.5078740157480315,0.43243243243243246,0.3333333333333333,0.4076086956521739,0.35714285714285715,0.3142857142857143,0.0,False
0.18194444444444444,Ditto,Normal,,0.18,0.18503937007874016,0.23243243243243245,0.19111111111111112,0.20652173913043478,0.13333333333333333,0.24571428571428572,0.0,False
0.18333333333333332,Eevee,Normal,,0.24166666666666667,0.2125984251968504,0.2702702702702703,0.2,0.19021739130434784,0.21428571428571427,0.2857142857142857,0.0,False
0.18472222222222223,Vaporeon,Water,,0.575,0.5078740157480315,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.35714285714285715,0.34285714285714286,0.0,False
0.18611111111111112,Jolteon,Electric,,0.575,0.25196850393700787,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.35714285714285715,0.7142857142857143,0.0,False
0.1875,Flareon,Fire,,0.575,0.25196850393700787,0.6756756756756757,0.24444444444444444,0.46195652173913043,0.42857142857142855,0.34285714285714286,0.0,False
0.18888888888888888,Porygon,Normal,,0.35833333333333334,0.25196850393700787,0.2972972972972973,0.28888888888888886,0.4076086956521739,0.2619047619047619,0.2,0.0,False
0.19027777777777777,Omanyte,Rock,Water,0.2916666666666667,0.13385826771653545,0.1891891891891892,0.4222222222222222,0.43478260869565216,0.16666666666666666,0.17142857142857143,0.0,False
0.19166666666666668,Omastar,Rock,Water,0.525,0.27165354330708663,0.2972972972972973,0.5333333333333333,0.5706521739130435,0.23809523809523808,0.2857142857142857,0.0,False
0.19305555555555556,Kabuto,Rock,Water,0.2916666666666667,0.1141732283464567,0.40540540540540543,0.37777777777777777,0.24456521739130435,0.11904761904761904,0.2857142857142857,0.0,False
0.19444444444444445,Kabutops,Rock,Water,0.525,0.23228346456692914,0.5945945945945946,0.4444444444444444,0.29891304347826086,0.23809523809523808,0.42857142857142855,0.0,False
0.19583333333333333,Aerodactyl,Rock,Flying,0.5583333333333333,0.3110236220472441,0.5405405405405406,0.26666666666666666,0.2717391304347826,0.2619047619047619,0.7142857142857143,0.0,False
0.19583333333333333,AerodactylMega Aerodactyl,Rock,Flying,0.725,0.3110236220472441,0.7027027027027027,0.35555555555555557,0.32608695652173914,0.35714285714285715,0.8285714285714286,0.0,False
0.19722222222222222,Snorlax,Normal,,0.6,0.6259842519685039,0.5675675675675675,0.26666666666666666,0.29891304347826086,0.42857142857142855,0.14285714285714285,0.0,False
0.1986111111111111,Articuno,Ice,Flying,0.6666666666666666,0.35039370078740156,0.43243243243243246,0.4222222222222222,0.46195652173913043,0.5,0.45714285714285713,0.0,True
0.2,Zapdos,Electric,Flying,0.6666666666666666,0.35039370078740156,0.4594594594594595,0.35555555555555557,0.625,0.3333333333333333,0.5428571428571428,0.0,True
0.2013888888888889,Moltres,Fire,Flying,0.6666666666666666,0.35039370078740156,0.5135135135135135,0.37777777777777777,0.625,0.30952380952380953,0.4857142857142857,0.0,True
